financial_data_id,company_id,statement_type,period_start,period_end,total_assets,total_liabilities,total_equity,net_income,operating_cash_flow,investing_cash_flow,financing_cash_flow
925,1743,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,1,2,2,1
926,1276,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,2,1,1,1
927,5414,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,1,1,2
928,2357,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,1,2,1,2
929,9148,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,2,2,1,2
930,608,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,1,2,2,2
931,7162,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,1,1,1,2
932,5804,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,2,1,1
933,9914,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,2,2,1,2,1
934,5458,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,2,1,2,1
935,798,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,2,2,1
936,6641,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,1,1,2,2
937,2364,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,2,1,2,2
938,4833,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,2,1,1,1
939,7447,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,1,2,2,2
940,6039,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,1,1,1,2
941,796,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,2,1,1,2
942,6182,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,1,1,1,1
943,9449,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,2,2,2,1
944,9820,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,1,1,1,1
945,3919,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,2,1,1,2
946,598,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,1,1,2,2
947,6836,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,2,1,1,1,1
948,8063,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,1,2,1,2,2
949,9615,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,1,2,2,1
950,9877,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,1,1,1,2
951,7957,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,1,1,1,2
952,4574,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,1,2,2,2
953,9425,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,1,1,1,2
954,3386,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,2,1,2,1
955,468,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,1,2,1,2
956,4649,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,1,1,1,2
957,64,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,1,1,1,2
958,2256,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,1,2,2,1,2
959,8332,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,1,2,1
960,6866,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,2,1,1,1
961,3063,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,2,2,1,1
962,7127,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,1,1,2,2
963,428,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,1,1,2,2
964,4327,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,2,1,2,1
965,826,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,1,1,1,1
966,8326,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,1,2,1,2
967,9437,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,1,2,2,2
968,1085,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,1,1,1,2
969,6835,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,2,2,1,2,2
970,7062,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,1,2,1,1,1
971,7198,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,2,2,1,1,2
972,1540,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,2,2,2,2
973,1236,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,2,2,2,2
974,2128,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,1,2,1,2
975,821,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,1,1,2,1
976,8056,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,1,1,1,1
977,228,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,2,2,2,1,1
978,4643,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,1,1,1,2,1
979,3009,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,2,1,2,1
980,29,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,2,2,1,2
981,7761,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,1,1,1,1
982,7434,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,2,2,2,2
983,8423,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,1,1,1,1
984,3424,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,2,2,1,2
985,6334,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,1,1,1,2
986,9031,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,2,2,2,1,1
987,338,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,2,2,1,1
988,5672,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,2,1,1,2
989,5070,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,2,1,1,1,1
990,9794,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,1,2,2,1
991,1621,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,1,1,1
992,3076,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,1,2,2,2
993,3054,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,1,2,2,2
994,7971,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,2,1,2,1
995,6220,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,2,1,2,1
996,8430,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,1,1,2,1
997,7878,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,1,1,1,1
998,3623,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,1,2,2,1
999,8616,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,2,2,1,1
1000,4335,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,1,2,2,1
1001,3126,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,1,2,1,2
1002,6483,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,2,2,2,1
1003,2163,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,2,2,1,2,2
1004,4780,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,1,1,1
1005,3965,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,1,2,2,2
1006,3025,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,1,1,1,2
1007,5056,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,1,1,2,2,2
1008,5332,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,1,1,1,1
1009,3899,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,2,2,2,2
1010,1849,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,1,1,1,2
1011,9409,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,1,2,2,1
1012,111,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,2,1,1,1
1013,6605,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,1,1,2,2
1014,2140,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,2,2,2,2
1015,2304,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,1,1,1,2
1016,6531,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,2,1,1,2
1017,1378,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,2,2,2,1
1018,5800,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,2,2,1,1,1
1019,8905,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,1,1,1,2
1020,9712,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,1,2,1,1
1021,7484,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,1,2,2,2
1022,8993,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,2,2,1,1,1
1023,7562,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,1,1,1,1
1024,8279,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,2,1,2
1025,5363,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,2,1,1,1
1026,5243,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,1,1,2,1
1027,7833,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,2,1,2,2
1028,9119,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,1,2,1,1
