market_data_id,market_trend,economic_indicator,external_factor,value
3275,Sideways,Industrial Production,Oil Prices,7991
3276,Sideways,Inflation Rate,Interest Rates,6389
3277,Bullish,Housing Starts,Stock Market,8448
3278,Sideways,Retail Sales,Political Stability,5874
3279,Sideways,Consumer Price Index,Consumer Confidence,6773
3280,Bearish,Consumer Price Index,Consumer Confidence,7019
3281,Sideways,GDP,Consumer Confidence,4535
3282,Bullish,Trade Balance,Political Stability,3644
3283,Bearish,Consumer Price Index,Political Stability,2580
3284,Bearish,Trade Balance,Oil Prices,3851
3285,Bullish,GDP,Stock Market,3950
3286,Sideways,Unemployment Rate,Exchange Rates,6083
3287,Bearish,Trade Balance,Oil Prices,1520
3288,Sideways,Consumer Price Index,Oil Prices,5313
3289,Sideways,Unemployment Rate,Consumer Confidence,5535
3290,Bullish,Unemployment Rate,Interest Rates,6337
3291,Sideways,GDP,Political Stability,1422
3292,Bullish,Inflation Rate,Exchange Rates,3641
3293,Bearish,Inflation Rate,Political Stability,3936
3294,Sideways,Unemployment Rate,Consumer Confidence,4593
3295,Bullish,Industrial Production,Consumer Confidence,9273
3296,Sideways,Industrial Production,Oil Prices,7884
3297,Sideways,Unemployment Rate,Stock Market,6466
3298,Bearish,Consumer Price Index,Stock Market,6392
3299,Sideways,Housing Starts,Stock Market,3009
3300,Bullish,Industrial Production,Stock Market,7140
3301,Bearish,Employment Rate,Interest Rates,4158
3302,Bullish,Consumer Price Index,Exchange Rates,2744
3303,Bullish,Unemployment Rate,Political Stability,3597
3304,Bullish,Inflation Rate,Consumer Confidence,9319
3305,Bearish,Housing Starts,Oil Prices,3499
3306,Bullish,Unemployment Rate,Oil Prices,6107
3307,Bearish,GDP,Political Stability,8449
3308,Sideways,Employment Rate,Stock Market,2536
3309,Sideways,Unemployment Rate,Consumer Confidence,1631
3310,Bearish,Consumer Price Index,Consumer Confidence,6225
3311,Bullish,GDP,Political Stability,2463
3312,Sideways,Employment Rate,Stock Market,4530
3313,Bearish,Employment Rate,Stock Market,1761
3314,Sideways,Industrial Production,Oil Prices,9190
3315,Bearish,Retail Sales,Oil Prices,9883
3316,Bullish,Unemployment Rate,Political Stability,3091
3317,Bearish,Consumer Price Index,Stock Market,8107
3318,Bullish,Housing Starts,Interest Rates,6950
3319,Bullish,Industrial Production,Stock Market,1300
3320,Bearish,Housing Starts,Political Stability,5439
3321,Bullish,Employment Rate,Interest Rates,5352
3322,Bullish,Consumer Price Index,Exchange Rates,5092
3323,Bullish,Employment Rate,Oil Prices,3456
3324,Bullish,Industrial Production,Consumer Confidence,8720
3325,Sideways,Unemployment Rate,Interest Rates,6008
3326,Sideways,Industrial Production,Stock Market,8903
3327,Bearish,Retail Sales,Political Stability,1383
3328,Bullish,Inflation Rate,Stock Market,2679
3329,Bullish,Unemployment Rate,Stock Market,8490
3330,Sideways,Housing Starts,Interest Rates,6480
3331,Bearish,Retail Sales,Consumer Confidence,2375
3332,Sideways,Consumer Price Index,Interest Rates,5461
3333,Sideways,Housing Starts,Consumer Confidence,8310
3334,Bullish,Industrial Production,Political Stability,8422
3335,Sideways,Retail Sales,Exchange Rates,1502
3336,Sideways,Retail Sales,Political Stability,3107
3337,Bearish,GDP,Exchange Rates,3718
3338,Bearish,Retail Sales,Political Stability,3822
3339,Bearish,Retail Sales,Political Stability,9046
3340,Bullish,Housing Starts,Consumer Confidence,3290
3341,Sideways,Trade Balance,Political Stability,1740
3342,Bearish,Trade Balance,Consumer Confidence,2436
3343,Bullish,GDP,Oil Prices,8372
3344,Bullish,Employment Rate,Stock Market,2552
3345,Sideways,Trade Balance,Consumer Confidence,8856
3346,Bullish,Trade Balance,Stock Market,3012
3347,Sideways,GDP,Consumer Confidence,4746
3348,Sideways,Employment Rate,Consumer Confidence,4701
3349,Bearish,Consumer Price Index,Exchange Rates,2418
3350,Sideways,GDP,Exchange Rates,3757
3351,Bullish,Housing Starts,Stock Market,1455
3352,Sideways,Employment Rate,Stock Market,7723
3353,Bullish,Retail Sales,Stock Market,2744
3354,Bullish,Trade Balance,Oil Prices,5081
3355,Bearish,Trade Balance,Interest Rates,4285
3356,Sideways,Employment Rate,Oil Prices,7583
3357,Sideways,Unemployment Rate,Stock Market,5176
3358,Bullish,Unemployment Rate,Consumer Confidence,2242
3359,Bullish,Consumer Price Index,Stock Market,1762
3360,Sideways,GDP,Stock Market,4049
3361,Sideways,Inflation Rate,Political Stability,6076
3362,Sideways,Housing Starts,Political Stability,7308
3363,Sideways,Unemployment Rate,Stock Market,5677
3364,Bullish,Housing Starts,Exchange Rates,4138
3365,Bullish,Industrial Production,Consumer Confidence,5762
3366,Sideways,Unemployment Rate,Stock Market,6223
3367,Bullish,Industrial Production,Oil Prices,8355
3368,Sideways,Industrial Production,Stock Market,2417
3369,Sideways,Industrial Production,Stock Market,5558
3370,Bearish,Consumer Price Index,Oil Prices,9970
3371,Bearish,Employment Rate,Oil Prices,2877
3372,Sideways,Trade Balance,Oil Prices,6965
3373,Bearish,Retail Sales,Oil Prices,1214
3374,Sideways,Industrial Production,Oil Prices,2130
3375,Bearish,Industrial Production,Stock Market,3139
3376,Sideways,Employment Rate,Stock Market,7601
3377,Bearish,Trade Balance,Interest Rates,1430
3378,Bullish,Industrial Production,Stock Market,4776
3379,Bearish,Retail Sales,Consumer Confidence,4017
3380,Bearish,Consumer Price Index,Oil Prices,4479
3381,Sideways,Retail Sales,Oil Prices,1517
3382,Bearish,GDP,Exchange Rates,2351
3383,Sideways,Industrial Production,Oil Prices,6695
3384,Bearish,GDP,Exchange Rates,5756
3385,Bearish,Housing Starts,Stock Market,2446
3386,Bearish,Industrial Production,Exchange Rates,3015
3387,Bullish,Employment Rate,Consumer Confidence,3622
3388,Bullish,Consumer Price Index,Stock Market,6439
3389,Sideways,Consumer Price Index,Oil Prices,5830
3390,Sideways,GDP,Oil Prices,2450
3391,Bearish,Retail Sales,Exchange Rates,9245
3392,Sideways,Employment Rate,Consumer Confidence,9409
3393,Bullish,Inflation Rate,Exchange Rates,5392
3394,Sideways,Trade Balance,Stock Market,2889
3395,Bearish,Consumer Price Index,Exchange Rates,7234
3396,Bullish,Unemployment Rate,Stock Market,6141
3397,Bearish,GDP,Exchange Rates,5249
3398,Sideways,Trade Balance,Stock Market,7062
3399,Bullish,GDP,Interest Rates,1588
3400,Bearish,Industrial Production,Exchange Rates,3845
3401,Bearish,Trade Balance,Interest Rates,2145
3402,Bearish,Industrial Production,Consumer Confidence,9282
3403,Bearish,Retail Sales,Consumer Confidence,7779
3404,Bearish,Housing Starts,Exchange Rates,2235
3405,Sideways,Inflation Rate,Exchange Rates,8571
3406,Sideways,Employment Rate,Interest Rates,6521
3407,Bullish,Retail Sales,Oil Prices,8461
3408,Sideways,Inflation Rate,Interest Rates,3054
3409,Bearish,Consumer Price Index,Exchange Rates,2329
3410,Sideways,Housing Starts,Oil Prices,1232
3411,Bearish,Trade Balance,Oil Prices,3138
3412,Bullish,Inflation Rate,Political Stability,4485
3413,Bearish,Consumer Price Index,Interest Rates,5797
3414,Sideways,Retail Sales,Stock Market,1775
3415,Sideways,GDP,Interest Rates,6512
3416,Sideways,Retail Sales,Stock Market,6429
3417,Bearish,Unemployment Rate,Exchange Rates,1994
3418,Sideways,Employment Rate,Exchange Rates,2215
3419,Sideways,Industrial Production,Oil Prices,2265
3420,Sideways,GDP,Oil Prices,8994
3421,Bearish,GDP,Oil Prices,8635
3422,Bullish,Employment Rate,Stock Market,3598
3423,Bearish,GDP,Stock Market,3887
3424,Bearish,Inflation Rate,Oil Prices,4992
3425,Bullish,Industrial Production,Consumer Confidence,2596
3426,Sideways,Housing Starts,Interest Rates,8437
3427,Bullish,Housing Starts,Oil Prices,2652
3428,Bullish,Inflation Rate,Oil Prices,3361
3429,Bullish,Industrial Production,Exchange Rates,4817
3430,Sideways,Housing Starts,Political Stability,5389
3431,Bullish,Retail Sales,Exchange Rates,1447
3432,Sideways,Employment Rate,Exchange Rates,3260
3433,Bullish,Inflation Rate,Stock Market,6998
3434,Sideways,Employment Rate,Consumer Confidence,8160
3435,Sideways,Inflation Rate,Exchange Rates,1158
3436,Sideways,Housing Starts,Consumer Confidence,8534
3437,Bullish,Trade Balance,Political Stability,6934
3438,Sideways,Retail Sales,Stock Market,4203
3439,Sideways,GDP,Oil Prices,5140
3440,Sideways,Unemployment Rate,Exchange Rates,8170
3441,Bullish,GDP,Stock Market,6414
3442,Sideways,Retail Sales,Interest Rates,5430
3443,Bullish,Unemployment Rate,Exchange Rates,6002
3444,Sideways,Housing Starts,Consumer Confidence,1881
3445,Bearish,Housing Starts,Interest Rates,9963
3446,Bearish,Trade Balance,Stock Market,3465
3447,Bullish,Housing Starts,Consumer Confidence,8340
3448,Bearish,Industrial Production,Consumer Confidence,1083
3449,Sideways,Retail Sales,Consumer Confidence,8219
3450,Sideways,GDP,Consumer Confidence,8004
3451,Sideways,Industrial Production,Oil Prices,2311
3452,Bullish,GDP,Stock Market,7930
3453,Sideways,Consumer Price Index,Political Stability,5321
3454,Sideways,Unemployment Rate,Stock Market,7484
3455,Bearish,Consumer Price Index,Stock Market,9659
3456,Bearish,Inflation Rate,Exchange Rates,8125
3457,Sideways,Retail Sales,Oil Prices,2389
3458,Sideways,Trade Balance,Political Stability,4864
3459,Sideways,Trade Balance,Interest Rates,5303
3460,Bearish,Industrial Production,Political Stability,8420
3461,Bearish,Inflation Rate,Interest Rates,8234
3462,Bearish,Trade Balance,Oil Prices,4063
3463,Sideways,Consumer Price Index,Interest Rates,5011
3464,Bullish,Unemployment Rate,Consumer Confidence,5182
3465,Bearish,Industrial Production,Exchange Rates,3952
3466,Bullish,Employment Rate,Stock Market,9481
3467,Sideways,Housing Starts,Oil Prices,6440
3468,Bullish,Housing Starts,Consumer Confidence,4264
3469,Bullish,Housing Starts,Interest Rates,6129
3470,Bearish,Consumer Price Index,Interest Rates,7002
3471,Bullish,Unemployment Rate,Consumer Confidence,6964
3472,Bullish,Industrial Production,Stock Market,3739
3473,Bullish,Consumer Price Index,Interest Rates,4694
3474,Bullish,Retail Sales,Oil Prices,3654
3475,Bearish,GDP,Interest Rates,6860
3476,Bearish,Retail Sales,Political Stability,2897
3477,Bullish,Employment Rate,Consumer Confidence,8781
3478,Sideways,Housing Starts,Consumer Confidence,6382
3479,Sideways,Industrial Production,Stock Market,2912
3480,Sideways,Retail Sales,Political Stability,1505
3481,Sideways,Retail Sales,Oil Prices,4076
3482,Bearish,GDP,Interest Rates,8419
3483,Bullish,Trade Balance,Stock Market,5768
3484,Sideways,Unemployment Rate,Political Stability,3379
3485,Bullish,Housing Starts,Oil Prices,8930
3486,Sideways,Consumer Price Index,Consumer Confidence,9473
3487,Bullish,Retail Sales,Oil Prices,2802
3488,Bullish,Retail Sales,Interest Rates,3678
3489,Sideways,Housing Starts,Consumer Confidence,7965
3490,Bullish,Inflation Rate,Consumer Confidence,5404
3491,Bearish,Employment Rate,Oil Prices,2796
3492,Bullish,Employment Rate,Oil Prices,9068
3493,Sideways,Housing Starts,Exchange Rates,8306
3494,Bullish,Inflation Rate,Political Stability,1603
3495,Bearish,Unemployment Rate,Political Stability,9207
3496,Bullish,Unemployment Rate,Exchange Rates,9923
3497,Bullish,Industrial Production,Interest Rates,8469
3498,Bullish,Industrial Production,Oil Prices,2666
3499,Bullish,Inflation Rate,Political Stability,3964
3500,Sideways,Consumer Price Index,Consumer Confidence,5012
3501,Bullish,Retail Sales,Stock Market,1164
3502,Sideways,Industrial Production,Stock Market,5327
3503,Bullish,Unemployment Rate,Interest Rates,7091
3504,Sideways,Industrial Production,Oil Prices,8198
3505,Bullish,Trade Balance,Exchange Rates,4950
3506,Sideways,Inflation Rate,Consumer Confidence,8333
3507,Sideways,GDP,Interest Rates,4882
3508,Bullish,Industrial Production,Oil Prices,1470
3509,Sideways,Retail Sales,Oil Prices,1802
3510,Bearish,Retail Sales,Stock Market,3645
3511,Bearish,Retail Sales,Stock Market,6836
3512,Bullish,Unemployment Rate,Political Stability,9930
3513,Bullish,Unemployment Rate,Stock Market,6381
3514,Bullish,Trade Balance,Political Stability,8400
3515,Sideways,Consumer Price Index,Political Stability,8004
3516,Bearish,Retail Sales,Exchange Rates,2666
3517,Bullish,GDP,Exchange Rates,4884
3518,Bearish,Inflation Rate,Interest Rates,2616
3519,Bearish,GDP,Political Stability,8394
3520,Bullish,Housing Starts,Stock Market,9565
3521,Sideways,GDP,Exchange Rates,9035
3522,Bullish,Inflation Rate,Interest Rates,2032
3523,Bullish,GDP,Interest Rates,8180
3524,Bearish,Housing Starts,Exchange Rates,5584
3525,Sideways,GDP,Political Stability,3896
3526,Bearish,Consumer Price Index,Stock Market,5213
3527,Sideways,Industrial Production,Interest Rates,1366
3528,Sideways,Unemployment Rate,Political Stability,5002
3529,Bullish,Consumer Price Index,Consumer Confidence,9912
3530,Sideways,GDP,Stock Market,3864
3531,Bearish,Consumer Price Index,Oil Prices,9371
3532,Sideways,GDP,Political Stability,4191
3533,Bearish,Inflation Rate,Interest Rates,9827
3534,Bullish,Housing Starts,Stock Market,3693
3535,Bullish,Retail Sales,Oil Prices,2652
3536,Bullish,Consumer Price Index,Stock Market,7653
3537,Sideways,Inflation Rate,Political Stability,5188
3538,Bearish,GDP,Interest Rates,5460
3539,Sideways,Industrial Production,Oil Prices,4633
3540,Bullish,Inflation Rate,Consumer Confidence,9903
3541,Bullish,Retail Sales,Consumer Confidence,4931
3542,Bullish,Unemployment Rate,Interest Rates,4799
3543,Bearish,Inflation Rate,Exchange Rates,5235
3544,Sideways,Inflation Rate,Exchange Rates,3547
3545,Bearish,Industrial Production,Consumer Confidence,6837
3546,Sideways,Housing Starts,Oil Prices,1941
3547,Sideways,Housing Starts,Consumer Confidence,3653
3548,Sideways,GDP,Stock Market,1680
3549,Bearish,Unemployment Rate,Oil Prices,9892
3550,Bearish,Inflation Rate,Consumer Confidence,3859
3551,Bearish,Inflation Rate,Interest Rates,4271
3552,Bullish,Inflation Rate,Oil Prices,6735
3553,Bullish,GDP,Stock Market,7170
3554,Bearish,Unemployment Rate,Political Stability,9985
3555,Bearish,Trade Balance,Political Stability,3141
3556,Sideways,Trade Balance,Oil Prices,8465
3557,Sideways,Trade Balance,Oil Prices,5368
3558,Sideways,Employment Rate,Exchange Rates,6740
3559,Sideways,Consumer Price Index,Political Stability,2743
3560,Sideways,Inflation Rate,Oil Prices,2639
3561,Sideways,Housing Starts,Consumer Confidence,5381
3562,Bullish,Trade Balance,Stock Market,1943
3563,Sideways,Industrial Production,Stock Market,7233
3564,Bullish,Housing Starts,Exchange Rates,5080
3565,Bullish,Unemployment Rate,Exchange Rates,5913
3566,Sideways,Inflation Rate,Consumer Confidence,3545
3567,Sideways,Consumer Price Index,Exchange Rates,3456
3568,Bullish,Unemployment Rate,Stock Market,9766
3569,Bearish,Industrial Production,Oil Prices,7186
3570,Bullish,Housing Starts,Political Stability,6839
3571,Bullish,Housing Starts,Exchange Rates,2289
3572,Bearish,Employment Rate,Stock Market,1443
3573,Bullish,Trade Balance,Political Stability,7500
3574,Bearish,GDP,Stock Market,9878
3575,Bearish,Employment Rate,Oil Prices,7624
3576,Sideways,Unemployment Rate,Political Stability,8086
3577,Bullish,Trade Balance,Exchange Rates,6257
3578,Bullish,Inflation Rate,Consumer Confidence,1419
3579,Bullish,Retail Sales,Political Stability,7352
3580,Bearish,Unemployment Rate,Exchange Rates,8730
3581,Sideways,Industrial Production,Stock Market,5235
3582,Bullish,Retail Sales,Political Stability,7478
3583,Bullish,GDP,Political Stability,7440
3584,Bearish,Consumer Price Index,Exchange Rates,4465
3585,Bearish,Employment Rate,Exchange Rates,4815
3586,Bullish,Trade Balance,Exchange Rates,5133
3587,Bearish,Retail Sales,Oil Prices,6031
3588,Bullish,GDP,Political Stability,1624
3589,Sideways,Trade Balance,Consumer Confidence,7033
3590,Bullish,GDP,Interest Rates,5810
3591,Bearish,GDP,Consumer Confidence,1902
3592,Sideways,Unemployment Rate,Exchange Rates,7860
3593,Sideways,GDP,Stock Market,1304
3594,Bullish,Consumer Price Index,Exchange Rates,1573
3595,Bearish,Inflation Rate,Consumer Confidence,6706
3596,Bullish,Employment Rate,Oil Prices,1765
3597,Bullish,Consumer Price Index,Stock Market,2193
3598,Sideways,GDP,Political Stability,5102
3599,Sideways,GDP,Oil Prices,1957
3600,Sideways,Housing Starts,Interest Rates,6738
3601,Bullish,GDP,Political Stability,5767
3602,Sideways,Retail Sales,Exchange Rates,9091
3603,Bearish,Consumer Price Index,Stock Market,4338
3604,Bullish,Trade Balance,Exchange Rates,6683
3605,Bearish,Unemployment Rate,Exchange Rates,9966
3606,Bullish,Industrial Production,Consumer Confidence,4833
3607,Bullish,Industrial Production,Oil Prices,3744
3608,Sideways,Retail Sales,Political Stability,9278
3609,Bearish,Trade Balance,Exchange Rates,2070
3610,Sideways,Consumer Price Index,Stock Market,1239
3611,Bullish,Employment Rate,Oil Prices,6544
3612,Sideways,Consumer Price Index,Interest Rates,8165
3613,Bearish,Consumer Price Index,Political Stability,7443
3614,Sideways,Inflation Rate,Exchange Rates,4857
3615,Sideways,Employment Rate,Exchange Rates,5597
3616,Bearish,Consumer Price Index,Exchange Rates,8678
3617,Bearish,Employment Rate,Stock Market,6125
3618,Bearish,Retail Sales,Interest Rates,6322
3619,Bullish,Trade Balance,Stock Market,1701
3620,Sideways,Employment Rate,Consumer Confidence,8503
3621,Sideways,Industrial Production,Consumer Confidence,7539
3622,Sideways,GDP,Interest Rates,4597
3623,Sideways,Unemployment Rate,Oil Prices,8411
